11533.84093,,,,
11556.60351,,,,
11579.36608,,,,
11602.12866,,,,
11624.89123,,,,
11647.6538,,,,
11670.41638,,,,
11693.17895,,,,
11715.94153,,,,
11738.7041,,,,
11761.46667,,,,
11784.22925,,,,
11807.20466,,,,
11830.18008,,,,
11853.1555,,,,
11876.13091,,,,
11899.10633,,,,
11922.08175,,,,
11945.05716,,,,
11968.03258,,,,
11991.008,,,,
12013.98341,,,,
12036.95883,,,,
12059.93425,,,,
12078.12939,,,,
12096.32453,,,,
12114.51967,,,,
12132.71481,,,,
12150.90995,,,,
12169.10509,,,,
12187.30023,,,,
12205.49537,,,,
12223.69051,,,,
12241.88565,,,,
12260.08079,,,,
12278.27593,,,,
12302.77419,,,,
12327.27244,,,,
12351.77069,,,,
12376.26895,,,,
12400.7672,,,,
12425.26545,,,,
12449.7637,,,,
12474.26196,,,,
12498.76021,,,,
12523.25846,,,,
12547.75672,,,,
12572.25497,,,,
12597.80061,,,,
12623.34624,,,,
12648.89188,,,,
12674.43751,,,,
12699.98315,,,,
12725.52878,,,,
12751.07442,,,,
12776.62006,,,,
12802.16569,,,,
12827.71133,,,,
12853.25696,,,,
12878.8026,,,,
12905.1517,,,,
12931.50079,,,,
12957.84989,,,,
12984.19899,,,,
13010.54808,,,,
13036.89718,,,,
13063.24628,,,,
13089.59537,,,,
13115.94447,,,,
13142.29357,,,,
13168.64266,,,,
13194.99176,,,,
13222.15759,,,,
13249.32342,,,,
13276.48925,,,,
13303.65508,,,,
13330.82091,,,,
13357.98674,,,,
13385.15257,,,,
13412.31839,,,,
13439.48422,,,,
13466.65005,,,,
13493.81588,,,,
13520.98171,,,,
13548.88003,,,,
13576.77834,,,,
13604.67666,,,,
13632.57497,,,,
13660.47329,,,,
13688.3716,,,,
13716.26991,,,,
13744.16823,,,,
13772.06654,,,,
13799.96486,,,,
13827.86317,,,,
13855.76149,,,,
13884.11289,,,,
13912.46429,,,,
13940.81569,,,,
13969.16709,,,,
13997.51849,,,,
14025.86989,,,,
14054.22129,,,,
14082.57269,,,,
14110.92409,,,,
14139.27549,,,,
14167.62689,,,,
14195.97829,,,,
14223.83488,,,,
14251.69146,,,,
14279.54805,,,,
14307.40464,,,,
14335.26122,,,,
14363.11781,,,,
14390.9744,,,,
14418.83098,,,,
14446.68757,,,,
14474.54416,,,,
14502.40074,,,,
14530.25733,,,,
14559.60767,,,,
14588.95802,,,,
14618.30836,,,,
14647.6587,,,,
14677.00905,,,,
14706.35939,,,,
14735.70973,,,,
14765.06008,,,,
14794.41042,,,,
14823.76076,,,,
14853.11111,,,,
14882.46145,,,,
14912.71547,,,,
14942.96948,,,,
14973.2235,,,,
15003.47751,,,,
15033.73153,,,,
15063.98555,,,,
15094.23956,,,,
15124.49358,,,,
15154.74759,,,,
15185.00161,,,,
15215.25563,,,,
15245.50964,,,,
15276.17076,,,,
15306.83188,,,,
15337.493,,,,
15368.15412,,,,
15398.81524,,,,
15429.47636,,,,
15460.13748,,,,
15490.7986,,,,
15521.45972,,,,
15552.12084,,,,
15582.78196,,,,
15613.44308,,,,
15644.32569,,,,
15675.2083,,,,
15706.09091,,,,
15736.97352,,,,
15767.85613,,,,
15798.73874,,,,
15829.62135,,,,
15860.50396,,,,
15891.38657,,,,
15922.26918,,,,
15953.15179,,,,
15984.03439,,,,
16015.06705,,,,
16046.0997,,,,
16077.13236,,,,
16108.16501,,,,
16139.19766,,,,
16170.23032,,,,
16201.26297,,,,
16232.29562,,,,
16263.32828,,,,
16294.36093,,,,
16325.39358,,,,
16356.42624,,,,
16387.43112,,,,
16418.43599,,,,
16449.44087,,,,
16480.44575,,,,
16511.45063,,,,
16542.45551,,,,
16573.46039,,,,
16604.46527,,,,
16635.47015,,,,
16666.47503,,,,
16697.47991,,,,
16728.48479,,,,
16759.44701,,,,
16790.40924,,,,
16821.37146,,,,
16852.33369,,,,
16883.29591,,,,
16914.25814,,,,
16945.22036,,,,
16976.18258,,,,
17007.14481,,,,
17038.10703,,,,
17069.06926,,,,
17100.03148,,,,
17131.38779,,,,
17162.7441,,,,
17194.10041,,,,
17225.45672,,,,
17256.81304,,,,
17288.16935,,,,
17319.52566,,,,
17350.88197,,,,
17382.23828,,,,
17413.59459,,,,
17444.9509,,,,
17476.30721,,,216,17476.30721
17508.2346,,,217,17508.2346
17540.16199,,,218,17540.16199
17572.08939,,,219,17572.08939
17604.01678,,,220,17604.01678
17635.94417,,,221,17635.94417
17667.87156,,,222,17667.87156
17699.79895,,,223,17699.79895
17731.72635,,,224,17731.72635
17763.65374,,,225,17763.65374
17795.58113,,,226,17795.58113
17827.50852,,,227,17827.50852
17859.43591,,,,
17891.283,,,,
17923.21,,,,
17955.137,,,,
17987.064,,,,
18018.991,,,,
18050.918,,,,
18082.845,,,,
18114.772,,,,
18146.699,,,,
18178.626,,,,
18210.553,,,,
18242.48,,,,
18274.407,,,,
18306.334,,,,
18338.261,,,,
18370.188,,,,
18402.115,,,,
18434.042,,,,
18465.969,,,,
18497.896,,,,
18529.823,,,,
18561.75,,,,
18593.677,,,,
18625.604,,,,
18657.531,,,,
18689.458,,,,
18721.385,,,,
18753.312,,,,
18785.239,,,,
18817.166,,,,
18849.093,,,,
18881.02,,,,
18912.947,,,,
18944.874,,,,
18976.801,,,,
19008.728,,,,
